# trace: 第一关-0-60秒-内存录屏.json
# startTime: 2026-05-02T13:34:03.731Z
# tsMin: 48886771547 tsMax: 48971073769 range_us: 84302222
time_s,event,documents,jsListeners,nodes,heap_used_mb,gc_heap_before_mb,gc_heap_after_mb,dur_ms,url_or_note
28.982,MinorGC,,,,,57.93,35.70,3.123,allocation failure
29.019,MajorGC,,,,,35.99,28.91,6.494,finalize incremental marking via task
31.999,MinorGC,,,,,56.64,32.85,1.48,allocation failure
33.918,MinorGC,,,,,58.08,35.37,2.295,allocation failure
35.701,MinorGC,,,,,61.02,37.64,2.185,allocation failure
37.171,MajorGC,,,,,59.18,29.88,8.031,finalize incremental marking via task
39.220,MinorGC,,,,,56.88,32.70,1.633,allocation failure
39.287,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/7c532dfa-ccd5-4fdd-be40-7acdce28c24d@f9941
39.289,UpdateCounters,1,56,1206,33.83,,,,
39.294,XHRLoad,,,,,,,0.541,http://localhost:7456/query-extname/7c532dfa-ccd5-4fdd-be40-7acdce28c24d@f9941
39.295,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/resources/import/7c/7c532dfa-ccd5-4fdd-be40-7acdce28c24d@f9941.json
39.298,XHRLoad,,,,,,,1.24,http://localhost:7456/assets/resources/import/7c/7c532dfa-ccd5-4fdd-be40-7acdce28c24d@f9941.json
39.298,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/7c532dfa-ccd5-4fdd-be40-7acdce28c24d@6c48a
39.299,UpdateCounters,1,61,1206,33.87,,,,
39.306,XHRLoad,,,,,,,0.748,http://localhost:7456/query-extname/7c532dfa-ccd5-4fdd-be40-7acdce28c24d@6c48a
39.306,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/resources/import/7c/7c532dfa-ccd5-4fdd-be40-7acdce28c24d@6c48a.json
39.307,UpdateCounters,1,65,1206,34.16,,,,
39.311,XHRLoad,,,,,,,0.966,http://localhost:7456/assets/resources/import/7c/7c532dfa-ccd5-4fdd-be40-7acdce28c24d@6c48a.json
39.312,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/7c532dfa-ccd5-4fdd-be40-7acdce28c24d
39.312,UpdateCounters,1,66,1206,34.17,,,,
39.322,XHRLoad,,,,,,,0.925,http://localhost:7456/query-extname/7c532dfa-ccd5-4fdd-be40-7acdce28c24d
39.323,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/resources/import/7c/7c532dfa-ccd5-4fdd-be40-7acdce28c24d.json
39.324,UpdateCounters,1,70,1206,34.40,,,,
39.327,XHRLoad,,,,,,,0.487,http://localhost:7456/assets/resources/import/7c/7c532dfa-ccd5-4fdd-be40-7acdce28c24d.json
39.328,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/resources/native/7c/7c532dfa-ccd5-4fdd-be40-7acdce28c24d.png
39.333,UpdateCounters,1,74,1207,34.42,,,,
40.281,MajorGC,,,,,49.20,29.40,7.491,finalize incremental marking via task
40.307,UpdateCounters,1,55,1206,29.89,,,,
40.483,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/993a7793-c99c-4cf0-8909-ab5e9f4c65fc
40.486,UpdateCounters,1,56,1206,33.58,,,,
40.488,XHRLoad,,,,,,,0.613,http://localhost:7456/query-extname/993a7793-c99c-4cf0-8909-ab5e9f4c65fc
40.489,ResourceSendRequest,,,,,,,,http://localhost:7456/assets/prefabs_sub/import/99/993a7793-c99c-4cf0-8909-ab5e9f4c65fc.json
40.491,UpdateCounters,1,60,1206,33.58,,,,
40.495,XHRLoad,,,,,,,1.942,http://localhost:7456/assets/prefabs_sub/import/99/993a7793-c99c-4cf0-8909-ab5e9f4c65fc.json
40.497,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/762e2cb3-f7fb-4640-804f-3a8c2f4941d0@f9941
40.499,UpdateCounters,1,61,1206,33.76,,,,
40.502,XHRLoad,,,,,,,0.518,http://localhost:7456/query-extname/762e2cb3-f7fb-4640-804f-3a8c2f4941d0@f9941
40.503,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/64636b97-25c8-44d8-9207-6e4924693977@f9941
40.507,UpdateCounters,1,62,1206,34.11,,,,
40.508,XHRLoad,,,,,,,0.519,http://localhost:7456/query-extname/64636b97-25c8-44d8-9207-6e4924693977@f9941
40.508,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/cd626b47-5f8d-4d1d-97d5-da708df3a3e4@f9941
40.512,XHRLoad,,,,,,,0.562,http://localhost:7456/query-extname/cd626b47-5f8d-4d1d-97d5-da708df3a3e4@f9941
40.512,UpdateCounters,1,63,1206,34.12,,,,
40.512,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/1f9f14e2-26a3-44ec-9fdd-22db6ac9bc64@f9941
40.515,UpdateCounters,1,64,1206,34.12,,,,
40.519,XHRLoad,,,,,,,0.542,http://localhost:7456/query-extname/1f9f14e2-26a3-44ec-9fdd-22db6ac9bc64@f9941
40.520,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/e20ac175-a5d0-4c18-b9b7-48095a727a36@f9941
40.524,UpdateCounters,1,65,1206,34.54,,,,
40.524,XHRLoad,,,,,,,0.521,http://localhost:7456/query-extname/e20ac175-a5d0-4c18-b9b7-48095a727a36@f9941
40.525,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/176abe79-711f-4ca6-9ae4-1bad713d6efd@f9941
40.528,XHRLoad,,,,,,,0.508,http://localhost:7456/query-extname/176abe79-711f-4ca6-9ae4-1bad713d6efd@f9941
40.528,UpdateCounters,1,66,1206,34.54,,,,
40.528,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/4986ff55-c078-4832-aa80-4475969d93e9@f9941
40.531,XHRLoad,,,,,,,0.677,http://localhost:7456/query-extname/4986ff55-c078-4832-aa80-4475969d93e9@f9941
40.531,UpdateCounters,1,67,1206,34.55,,,,
40.532,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/4d009914-0eec-4669-aed0-60a7a30e547d@f9941
40.532,UpdateCounters,1,68,1206,34.55,,,,
40.537,XHRLoad,,,,,,,0.628,http://localhost:7456/query-extname/4d009914-0eec-4669-aed0-60a7a30e547d@f9941
40.537,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/f1cd3708-32d8-4aeb-b37c-b1b377d1e4ed@f9941
40.540,UpdateCounters,1,69,1206,34.96,,,,
40.542,XHRLoad,,,,,,,0.493,http://localhost:7456/query-extname/f1cd3708-32d8-4aeb-b37c-b1b377d1e4ed@f9941
40.542,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/67ca60dd-28b5-47be-bfb7-53b0c6fb2b96@f9941
40.546,XHRLoad,,,,,,,0.496,http://localhost:7456/query-extname/67ca60dd-28b5-47be-bfb7-53b0c6fb2b96@f9941
40.546,UpdateCounters,1,70,1206,34.96,,,,
40.546,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/202ee2fb-d6a2-4f01-bc15-9e40bc85a0db@f9941
40.548,UpdateCounters,1,71,1206,34.97,,,,
40.552,XHRLoad,,,,,,,0.547,http://localhost:7456/query-extname/202ee2fb-d6a2-4f01-bc15-9e40bc85a0db@f9941
40.553,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/5da160a3-8bc3-4df1-9d1d-7c4c01ee7ce5@f9941
40.557,UpdateCounters,1,72,1206,35.36,,,,
40.560,XHRLoad,,,,,,,0.48,http://localhost:7456/query-extname/5da160a3-8bc3-4df1-9d1d-7c4c01ee7ce5@f9941
40.560,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/f7838a27-1d71-48a1-8479-d7ef88687312@f9941
40.563,XHRLoad,,,,,,,0.485,http://localhost:7456/query-extname/f7838a27-1d71-48a1-8479-d7ef88687312@f9941
40.563,UpdateCounters,1,73,1206,35.36,,,,
40.563,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/0e0d7e29-d4b1-49c8-ad40-af454fc45f75@f9941
40.565,UpdateCounters,1,74,1206,35.36,,,,
40.569,XHRLoad,,,,,,,0.514,http://localhost:7456/query-extname/0e0d7e29-d4b1-49c8-ad40-af454fc45f75@f9941
40.570,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/e2bd0454-9a0b-4ba7-afb7-97ea8bab1694@f9941
40.573,UpdateCounters,1,75,1206,35.77,,,,
40.575,XHRLoad,,,,,,,0.463,http://localhost:7456/query-extname/e2bd0454-9a0b-4ba7-afb7-97ea8bab1694@f9941
40.575,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/03aeacf2-d984-4a02-9dc2-d3bf5a73d201@f9941
40.578,XHRLoad,,,,,,,0.51,http://localhost:7456/query-extname/03aeacf2-d984-4a02-9dc2-d3bf5a73d201@f9941
40.578,UpdateCounters,1,76,1206,35.77,,,,
40.578,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/1247f079-7111-4103-bfd1-e57df18c25d8@f9941
40.581,XHRLoad,,,,,,,0.77,http://localhost:7456/query-extname/1247f079-7111-4103-bfd1-e57df18c25d8@f9941
40.582,UpdateCounters,1,77,1206,35.77,,,,
40.582,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/7fcd0c99-1505-4923-999d-61f0c7d0f1a9@f9941
40.583,UpdateCounters,1,78,1206,35.78,,,,
40.587,XHRLoad,,,,,,,0.543,http://localhost:7456/query-extname/7fcd0c99-1505-4923-999d-61f0c7d0f1a9@f9941
40.587,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/64177ef1-11bc-4aa2-9508-dc2b8b51eb5c@f9941
40.590,UpdateCounters,1,79,1206,36.17,,,,
40.592,XHRLoad,,,,,,,0.492,http://localhost:7456/query-extname/64177ef1-11bc-4aa2-9508-dc2b8b51eb5c@f9941
40.592,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/9d65bce7-2ee2-41d0-9d82-dd12648a2601@f9941
40.595,XHRLoad,,,,,,,0.497,http://localhost:7456/query-extname/9d65bce7-2ee2-41d0-9d82-dd12648a2601@f9941
40.595,UpdateCounters,1,80,1206,36.18,,,,
40.595,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/b26fdc9c-8f8d-4342-a44e-7e6a782bfd37@f9941
40.598,XHRLoad,,,,,,,0.718,http://localhost:7456/query-extname/b26fdc9c-8f8d-4342-a44e-7e6a782bfd37@f9941
40.598,UpdateCounters,1,81,1206,36.18,,,,
40.598,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/2b596458-6189-49f5-b46f-217db08f56d5@f9941
40.599,UpdateCounters,1,82,1206,36.19,,,,
40.604,XHRLoad,,,,,,,0.585,http://localhost:7456/query-extname/2b596458-6189-49f5-b46f-217db08f56d5@f9941
40.604,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/34d18138-1d49-44ff-8c49-02bf378711a4@f9941
40.607,UpdateCounters,1,83,1206,36.57,,,,
40.609,XHRLoad,,,,,,,0.542,http://localhost:7456/query-extname/34d18138-1d49-44ff-8c49-02bf378711a4@f9941
40.609,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/d569d926-9c6c-42df-8f67-1c953f5a0254@f9941
40.612,XHRLoad,,,,,,,0.523,http://localhost:7456/query-extname/d569d926-9c6c-42df-8f67-1c953f5a0254@f9941
40.612,UpdateCounters,1,84,1206,36.57,,,,
40.612,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/316fbced-e808-476f-995c-e0d4b4ed8de9@f9941
40.616,UpdateCounters,1,85,1206,36.57,,,,
40.620,XHRLoad,,,,,,,0.516,http://localhost:7456/query-extname/316fbced-e808-476f-995c-e0d4b4ed8de9@f9941
40.620,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/38f31616-86cd-48f6-947e-b06c582834ab@f9941
40.624,UpdateCounters,1,86,1206,36.96,,,,
40.625,XHRLoad,,,,,,,0.516,http://localhost:7456/query-extname/38f31616-86cd-48f6-947e-b06c582834ab@f9941
40.625,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/49ae4b23-a187-4d05-9dc5-5d71d2641444@f9941
40.628,XHRLoad,,,,,,,0.484,http://localhost:7456/query-extname/49ae4b23-a187-4d05-9dc5-5d71d2641444@f9941
40.629,UpdateCounters,1,87,1206,36.96,,,,
40.629,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/967ba97c-38ff-498c-9d13-733acc1d51ec@f9941
40.632,UpdateCounters,1,88,1206,36.97,,,,
40.636,XHRLoad,,,,,,,0.728,http://localhost:7456/query-extname/967ba97c-38ff-498c-9d13-733acc1d51ec@f9941
40.637,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/077dca75-b233-4250-b262-afd1c517b272@f9941
40.640,UpdateCounters,1,89,1206,37.40,,,,
40.642,XHRLoad,,,,,,,0.472,http://localhost:7456/query-extname/077dca75-b233-4250-b262-afd1c517b272@f9941
40.642,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/aa8192fa-6954-4559-bddd-f702722f8dd5@f9941
40.645,XHRLoad,,,,,,,0.478,http://localhost:7456/query-extname/aa8192fa-6954-4559-bddd-f702722f8dd5@f9941
40.645,UpdateCounters,1,90,1206,37.40,,,,
40.646,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/3631af52-6115-45f9-a256-175007e863d2@f9941
40.649,UpdateCounters,1,91,1206,37.41,,,,
40.652,XHRLoad,,,,,,,0.542,http://localhost:7456/query-extname/3631af52-6115-45f9-a256-175007e863d2@f9941
40.653,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/80d5a315-8cff-43cf-92d6-ba5362e5201a@f9941
40.657,UpdateCounters,1,92,1206,37.70,,,,
40.658,XHRLoad,,,,,,,0.654,http://localhost:7456/query-extname/80d5a315-8cff-43cf-92d6-ba5362e5201a@f9941
40.658,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/8d98d44d-5624-4210-99fe-c74ff5beb94d@f9941
40.662,XHRLoad,,,,,,,0.525,http://localhost:7456/query-extname/8d98d44d-5624-4210-99fe-c74ff5beb94d@f9941
40.662,UpdateCounters,1,93,1206,37.71,,,,
40.662,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/7bfe1d89-55fd-4b98-a080-8c8996061239@f9941
40.665,UpdateCounters,1,94,1206,37.71,,,,
40.669,XHRLoad,,,,,,,0.587,http://localhost:7456/query-extname/7bfe1d89-55fd-4b98-a080-8c8996061239@f9941
40.670,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/cecf09a2-db37-4f0e-8257-e965ff37d398@f9941
40.674,UpdateCounters,1,95,1206,38.03,,,,
40.674,XHRLoad,,,,,,,0.488,http://localhost:7456/query-extname/cecf09a2-db37-4f0e-8257-e965ff37d398@f9941
40.675,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/5788bb6d-a047-4a0d-83ad-319cd359ef8f@f9941
40.678,XHRLoad,,,,,,,0.49,http://localhost:7456/query-extname/5788bb6d-a047-4a0d-83ad-319cd359ef8f@f9941
40.678,UpdateCounters,1,96,1206,38.03,,,,
40.678,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/3074bc40-4d4a-41f2-ae90-b64d38854a9d@f9941
40.682,XHRLoad,,,,,,,0.611,http://localhost:7456/query-extname/3074bc40-4d4a-41f2-ae90-b64d38854a9d@f9941
40.682,UpdateCounters,1,97,1206,38.03,,,,
40.682,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/fdd8dcb8-ebf4-4069-9e70-c242196e3533@f9941
40.683,UpdateCounters,1,98,1206,38.04,,,,
40.687,XHRLoad,,,,,,,0.632,http://localhost:7456/query-extname/fdd8dcb8-ebf4-4069-9e70-c242196e3533@f9941
40.687,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/745ee7bc-245f-4305-941d-1354786b03ea@f9941
40.688,UpdateCounters,1,99,1206,38.35,,,,
40.691,XHRLoad,,,,,,,0.448,http://localhost:7456/query-extname/745ee7bc-245f-4305-941d-1354786b03ea@f9941
40.691,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/0c5d94f5-719a-4e69-a63b-a80f80ff5fe7@f9941
40.695,XHRLoad,,,,,,,0.502,http://localhost:7456/query-extname/0c5d94f5-719a-4e69-a63b-a80f80ff5fe7@f9941
40.695,UpdateCounters,1,100,1206,38.35,,,,
40.695,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/5397341e-f93b-4604-9589-8dabdfef274c@f9941
40.698,XHRLoad,,,,,,,0.67,http://localhost:7456/query-extname/5397341e-f93b-4604-9589-8dabdfef274c@f9941
40.698,UpdateCounters,1,101,1206,38.36,,,,
40.699,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/d575767f-4cc6-4be9-9e99-f3fca4b0b979@f9941
40.700,UpdateCounters,1,102,1206,38.36,,,,
40.704,XHRLoad,,,,,,,0.901,http://localhost:7456/query-extname/d575767f-4cc6-4be9-9e99-f3fca4b0b979@f9941
40.705,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/13d21042-6c6e-40f2-8176-5ba0deadd2b4@f9941
40.707,UpdateCounters,1,103,1206,38.77,,,,
40.710,XHRLoad,,,,,,,0.594,http://localhost:7456/query-extname/13d21042-6c6e-40f2-8176-5ba0deadd2b4@f9941
40.710,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/33a2709c-f799-4bff-adc1-8dedcad455d4@f9941
40.713,XHRLoad,,,,,,,0.649,http://localhost:7456/query-extname/33a2709c-f799-4bff-adc1-8dedcad455d4@f9941
40.713,UpdateCounters,1,104,1206,38.82,,,,
40.714,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/99557bc6-19df-41b5-ba27-c1a2f6fe0b73@f9941
40.715,UpdateCounters,1,105,1206,38.83,,,,
40.720,XHRLoad,,,,,,,0.594,http://localhost:7456/query-extname/99557bc6-19df-41b5-ba27-c1a2f6fe0b73@f9941
40.720,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/42983d87-2c4f-48ea-ba4a-3e11e0dfc7d5@f9941
40.724,UpdateCounters,1,106,1206,39.23,,,,
40.725,XHRLoad,,,,,,,0.525,http://localhost:7456/query-extname/42983d87-2c4f-48ea-ba4a-3e11e0dfc7d5@f9941
40.725,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/2c33b317-d0f9-467e-a755-6b612ae3166c@f9941
40.728,XHRLoad,,,,,,,0.55,http://localhost:7456/query-extname/2c33b317-d0f9-467e-a755-6b612ae3166c@f9941
40.728,UpdateCounters,1,107,1206,39.23,,,,
40.728,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/e11c3802-18f7-4c26-867a-7d5c3c372aff@f9941
40.732,XHRLoad,,,,,,,0.627,http://localhost:7456/query-extname/e11c3802-18f7-4c26-867a-7d5c3c372aff@f9941
40.732,UpdateCounters,1,108,1206,39.23,,,,
40.732,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/c6d6ca29-947a-4c2c-b827-2cb4a59a81e6@f9941
40.733,UpdateCounters,1,109,1206,39.24,,,,
40.738,XHRLoad,,,,,,,0.649,http://localhost:7456/query-extname/c6d6ca29-947a-4c2c-b827-2cb4a59a81e6@f9941
40.738,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/7bff7149-01b9-442c-9408-3907585d3f8b@f9941
40.739,UpdateCounters,1,110,1206,39.65,,,,
40.744,XHRLoad,,,,,,,1.164,http://localhost:7456/query-extname/7bff7149-01b9-442c-9408-3907585d3f8b@f9941
40.744,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/c9359316-2cce-462d-910e-55ef4848aec3@f9941
40.749,UpdateCounters,1,111,1206,39.66,,,,
40.756,XHRLoad,,,,,,,1.497,http://localhost:7456/query-extname/c9359316-2cce-462d-910e-55ef4848aec3@f9941
40.757,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/aa7227a7-3ec8-433c-95ff-edf6d3a65e79@f9941
40.758,UpdateCounters,1,112,1206,40.04,,,,
40.760,MajorGC,,,,,40.04,29.46,8.615,finalize incremental marking via task
40.770,XHRLoad,,,,,,,1.147,http://localhost:7456/query-extname/aa7227a7-3ec8-433c-95ff-edf6d3a65e79@f9941
40.770,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/b642996c-23e3-493f-a5b0-a00e7657a4fb@f9941
40.771,UpdateCounters,1,113,1206,29.46,,,,
40.784,XHRLoad,,,,,,,0.727,http://localhost:7456/query-extname/b642996c-23e3-493f-a5b0-a00e7657a4fb@f9941
40.785,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/488b6009-ec82-4074-8b45-ee02ca50ea97@f9941
40.785,UpdateCounters,1,114,1206,30.22,,,,
40.790,UpdateCounters,1,60,1206,30.22,,,,
40.792,XHRLoad,,,,,,,0.521,http://localhost:7456/query-extname/488b6009-ec82-4074-8b45-ee02ca50ea97@f9941
40.793,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/0b12dc30-c61c-4e8e-9f6d-ddff1282fba7@f9941
40.796,XHRLoad,,,,,,,0.504,http://localhost:7456/query-extname/0b12dc30-c61c-4e8e-9f6d-ddff1282fba7@f9941
40.796,UpdateCounters,1,61,1206,30.23,,,,
40.796,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/b7f6a5c5-324c-4ccf-8625-53245a2210da@f9941
40.799,UpdateCounters,1,62,1206,30.23,,,,
40.804,XHRLoad,,,,,,,0.56,http://localhost:7456/query-extname/b7f6a5c5-324c-4ccf-8625-53245a2210da@f9941
40.804,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/63da92be-8f61-4191-9777-fc7770f4929f@f9941
40.807,UpdateCounters,1,63,1206,30.63,,,,
40.810,XHRLoad,,,,,,,0.504,http://localhost:7456/query-extname/63da92be-8f61-4191-9777-fc7770f4929f@f9941
40.810,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/3439d8d2-7192-40fb-9e65-3b7a9d074055@f9941
40.814,XHRLoad,,,,,,,0.475,http://localhost:7456/query-extname/3439d8d2-7192-40fb-9e65-3b7a9d074055@f9941
40.814,UpdateCounters,1,64,1206,30.64,,,,
40.814,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/86d618dc-bd01-4127-b667-7b838e6d6191@f9941
40.818,UpdateCounters,1,65,1206,31.02,,,,
40.819,XHRLoad,,,,,,,0.517,http://localhost:7456/query-extname/86d618dc-bd01-4127-b667-7b838e6d6191@f9941
40.819,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/760dc52b-b3d2-4d30-91a7-8f6a3cda02d3@f9941
40.822,XHRLoad,,,,,,,0.489,http://localhost:7456/query-extname/760dc52b-b3d2-4d30-91a7-8f6a3cda02d3@f9941
40.822,UpdateCounters,1,66,1206,31.02,,,,
40.823,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/7c0b7fe2-20f8-4c5d-9328-8f3f5c43c361@f9941
40.823,UpdateCounters,1,67,1206,31.03,,,,
40.826,XHRLoad,,,,,,,0.459,http://localhost:7456/query-extname/7c0b7fe2-20f8-4c5d-9328-8f3f5c43c361@f9941
40.827,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/c41be820-adec-4b68-b20f-b85c694f9191@f9941
40.831,XHRLoad,,,,,,,0.472,http://localhost:7456/query-extname/c41be820-adec-4b68-b20f-b85c694f9191@f9941
40.831,UpdateCounters,1,68,1206,31.03,,,,
40.831,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/6e8cdf3e-d72c-4be2-b036-6ce1ec74c9dd@f9941
40.835,UpdateCounters,1,69,1206,31.41,,,,
40.835,XHRLoad,,,,,,,0.496,http://localhost:7456/query-extname/6e8cdf3e-d72c-4be2-b036-6ce1ec74c9dd@f9941
40.836,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/c04474d4-f062-4224-94d7-2d60365e2788@f9941
40.839,XHRLoad,,,,,,,0.74,http://localhost:7456/query-extname/c04474d4-f062-4224-94d7-2d60365e2788@f9941
40.839,UpdateCounters,1,70,1206,31.42,,,,
40.840,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/9703c846-7069-4584-a8b2-0c4398d0d93e@f9941
40.840,UpdateCounters,1,71,1206,31.42,,,,
40.843,XHRLoad,,,,,,,0.494,http://localhost:7456/query-extname/9703c846-7069-4584-a8b2-0c4398d0d93e@f9941
40.844,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/267e47bc-6f13-464f-b56d-3008da7de13c@f9941
40.847,XHRLoad,,,,,,,0.478,http://localhost:7456/query-extname/267e47bc-6f13-464f-b56d-3008da7de13c@f9941
40.847,UpdateCounters,1,72,1206,31.42,,,,
40.847,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/cb72ae65-a0d6-45a2-9d33-8906930ef24a@f9941
40.852,UpdateCounters,1,73,1206,31.81,,,,
40.852,XHRLoad,,,,,,,0.576,http://localhost:7456/query-extname/cb72ae65-a0d6-45a2-9d33-8906930ef24a@f9941
40.852,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/d1161c36-4f4b-4710-84c1-a408fdfc4b30@f9941
40.857,UpdateCounters,1,74,1206,31.81,,,,
40.858,XHRLoad,,,,,,,0.478,http://localhost:7456/query-extname/d1161c36-4f4b-4710-84c1-a408fdfc4b30@f9941
40.858,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/b58707d4-35ff-475f-95e8-5e8f7e51a402@f9941
40.861,XHRLoad,,,,,,,0.472,http://localhost:7456/query-extname/b58707d4-35ff-475f-95e8-5e8f7e51a402@f9941
40.861,UpdateCounters,1,75,1206,31.82,,,,
40.861,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/8c5e2fe6-5b3f-45e1-b3b9-cb398ca4195f@f9941
40.864,XHRLoad,,,,,,,0.464,http://localhost:7456/query-extname/8c5e2fe6-5b3f-45e1-b3b9-cb398ca4195f@f9941
40.864,UpdateCounters,1,76,1206,31.82,,,,
40.864,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/e9dc06a6-8195-4a00-818a-9501be8e7f54@f9941
40.869,UpdateCounters,1,77,1206,32.21,,,,
40.869,XHRLoad,,,,,,,0.725,http://localhost:7456/query-extname/e9dc06a6-8195-4a00-818a-9501be8e7f54@f9941
40.870,ResourceSendRequest,,,,,,,,http://localhost:7456/query-extname/d18efee5-40e4-4f22-b6a2-55fa060174bb@f9941
40.873,UpdateCounters,1,78,1206,32.26,,,,
